alpha_annualized,alpha_tstat_hac,r_squared,idio_vol_annualized,idio_variance_share,observations,beta_dollar,tstat_dollar_hac,beta_carry,tstat_carry_hac,beta_value,tstat_value_hac,beta_momentum,tstat_momentum_hac,currency,date
0.03259296355,1.658512713,0.7171509077,0.03568749402,0.2828490923,60,0.5023877555,5.566009634,-0.6433893096,-13.16797198,-0.08738123138,-1.766078583,-0.01332739229,-0.1502461207,EUR,2005-10-31
0.03117083016,1.562768285,0.3326978025,0.0510235157,0.6673021975,60,-0.1137101134,-1.044005038,-0.3552038389,-4.962692249,-0.2669422214,-2.429036537,0.007778591838,0.08918192421,GBP,2005-10-31
0.01515026405,8.214809204,0.993757598,0.004002873723,0.006242401994,60,-0.9379808146,-55.08663017,-0.004072090412,-0.6629125782,-0.007295659791,-0.8346990679,-0.006433462099,-0.3893863769,HKD,2005-10-31
0.06960189988,3.147383303,0.468437918,0.05912923555,0.531562082,60,0.4868473793,3.569298782,-0.2951178768,-3.074704199,-0.4071373915,-3.965667185,0.05410073923,0.5072733069,HUF,2005-10-31
-0.03202622626,-0.9418004142,0.119917505,0.06262512872,0.880082495,60,-0.3453350716,-1.980893234,0.06453298246,0.4177411294,0.05882697913,0.7137212811,-0.07858145709,-0.7203839469,ILS,2005-10-31
0.0204977013,0.9396228876,0.6103995268,0.03312349232,0.3896004732,60,-0.7473390567,-9.942400053,0.1752465688,1.752251372,-0.07212708253,-1.169547175,0.03384881067,0.5540237172,INR,2005-10-31
-0.01659192091,-0.4588603027,0.06531254521,0.07647970604,0.9346874548,60,-0.2747327286,-1.500855871,-0.1083729646,-0.8385986243,0.1154104223,0.8222897053,0.1958015607,0.9702742531,KRW,2005-10-31
-0.01898230871,-0.7541576061,0.4931926446,0.06296586405,0.5068073554,60,-0.8391297487,-4.777379759,0.5980782318,5.565573683,-0.2053092884,-1.992499786,-0.1659697122,-1.223481251,MXN,2005-10-31
0.01842303785,4.431911769,0.9750734042,0.008211394778,0.02492659576,60,-0.9547757224,-65.65820791,0.007348998668,0.7714964724,0.00318469888,0.3691037347,0.01625951491,1.309174179,MYR,2005-10-31
0.05502807511,2.058514441,0.5011206891,0.05749564863,0.4988793109,60,0.3345648474,2.678229549,-0.6280130386,-5.947037001,-0.2206972952,-1.647977922,0.06226456293,0.6193351688,NOK,2005-10-31
